ID1;ID;D;SD;MATERIAL;COUNTRY;SITE;PERIOD;REFERENCE;SC
;OxA-23534;5402;34;bone;BiH;Lazaruša;neolithic;Vander Linder;BIH2LAZ
;OxA-23535;5513;32;bone;BiH;Lazaruša;neolithic;Vander Linder;BIH2LAZ
;OxA-23536;5328;32;bone;BiH;Hateljska Pećina;neolithic;Vander Linder;BIH2HAT
;OxA-23537;5746;33;bone;BiH;Hateljska Pećina;neolithic;Vander Linder;BIH2HAT
;OxA-23538;5788;33;bone;BiH;Hateljska Pećina;neolithic;Vander Linder;BIH2HAT
;OxA-23539;5769;33;bone;BiH;Hateljska Pećina;neolithic;Vander Linder;BIH2HAT
;OxA-23599;6437;35;bone;BiH;Žukovička Pečina;neolithic;Vander Linder;BIH2ZUK
;OxA-23600;6466;44;bone;BiH;Žukovička Pečina;neolithic;Vander Linder;BIH2ZUK
;OxA-2504-57;6090;55;bone;Italy;Vho Campo Cerseole;neolithic;Biagi et al 2020;IT2CACE
;OxA-27418;6127;35;bone;Italy;Vho Campo Cerseole;neolithic;Biagi et al 2020;IT2CACE
;OxA-27790;8040;34;tooth;Montenegro;Odmut Cave;mesolithic;Boric, firistlipovic, ch;MT2ODM
;OxA-28274;6969;33;harpoon;Montenegro;Vruća;mesolithic;Boric, firistlipovic, ch;MT2VRU
;OxA-31133;8200;45;tool;Montenegro;Vruća;mesolithic;Boric, firistlipovic, ch;MT2VRU
;OxA-32282;6902;35;harpoon;Montenegro;Vruća;mesolithic;Boric, firistlipovic, ch;MT2VRU
;OxA-32283;7757;38;bone(harpoon);Montenegro;Odmut Cave;mesolithic;Boric, firistlipovic, ch;MT2ODM
;OxA-32862;7923;39;seed;Montenegro;Odmut Cave;mesolithic;Boric, firistlipovic, ch;MT2ODM
;OxA-3371;4660;55;organic;Austria;Similaun;neolithic;;AUOTZ
;OxA-3372;4565;60;organic;Austria;Similaun;neolithic;;AU2OZT
;OxA-3373;4550;70;organic;Austria;Similaun;neolithic;;AU2OTZ
;OxA-3374;4460;80;organic;Austria;Similaun;neolithic;;AU2OTZ
;OxA-3375;4530;70;organic;Austria;Similaun;neolithic;;AU2OTZ
;OxA-3376;4450;80;organic;Austria;Similaun;neolithic;;AU2OTZ
27840;OxA-3419;4540;55;skin;Austria;Similaun;neolithic;--;AU2OTZ
27841;OxA-3420;4530;70;bone;Austria;Similaun;neolithic;--;AU2OTZ
27842;OxA-3421;4480;55;skin;Italy;Similaun;neolithic;--;AU2OTZ
;OxA-34966;7980;50;bone(harpoon);Montenegro;Odmut Cave;mesolithic;Boric, firistlipovic, ch;MT2ODM
;OxA-35001;7035;36;bone(harpoon);Montenegro;Odmut Cave;mesolithic;Boric, firistlipovic, ch;MT2ODM
;OxA-35002;8207;39;bone(harpoon);Montenegro;Odmut Cave;mesolithic;Boric, firistlipovic, ch;MT2ODM
;OxA-35003;7770;40;bone(harpoon);Montenegro;Odmut Cave;mesolithic;Boric, firistlipovic, ch;MT2ODM
;OxA-35333;6290;34;bone;Italy;Isorella;neolithic;Biagi et al 2020;IT2ISOR
27701;OxA-3683;6200;95;bone;Italy;Masseria Candelaro;neolithic;Oxford Datelist 19;﻿IT2MAC
27702;OxA-3684;6640;95;bone;Italy;Masseria Candelaro;neolithic;Oxford Datelist 19;﻿IT2MAC
27703;OxA-3685;6510;95;bone;Italy;Masseria Candelaro;neolithic;Oxford Datelist 19;﻿IT2MAC
28003;OxA-3746;3860;80;bone;Italy;Riparo Monte Covolo;Chalcolithic;Oxford Datelist 19;﻿IT2MCOV
27690;OxA-4546;5230;70;charcoal;Italy;Manerba;Chalcolithic;RADON;IT2MANEB
27691;OxA-4547;4040;60;seed/fruit;Italy;Manerba;Chalcolithic;RADON;IT2MANEB
27692;OxA-4548;4105;65;seed/fruit;Italy;Manerba;Chalcolithic;RADON;IT2MANEB
27693;OxA-4549;4265;70;seed/fruit;Italy;Manerba;Chalcolithic;RADON;IT2MANEB
27694;OxA-4550;4320;100;bone;Italy;Manerba;Chalcolithic;RADON;IT2MANEB
;OxA-4595;4265;70;;Italy;Manebra;neolithic;;IT2MANEB
28134;OxA-4817;4775;65;charcoal;Italy;San Marco, Venice;Chalcolithic;RADON;IT2SNMC
27374;OxA-5022;4065;75;wood;Italy;Fondo Paviani;Chalcolithic;Oxford Datelist;﻿IT2FOP
27757;OxA-5286;4060;60;bone;Italy;Monte Covolo;Chalcolithic;45.34 E, 10.35 E;﻿IT2MCOV
27758;OxA-5287;4245;65;bone;Italy;Monte Covolo;Chalcolithic;45.34 E, 10.35 E;﻿IT2MCOV
27759;OxA-5288;4090;65;bone;Italy;Monte Covolo;Chalcolithic;45.34 E, 10.35 E;﻿IT2MCOV
28286;OxA-5895;4610;50;miscellaneous;Italy;Venice Laguna;Chalcolithic;RADON;IT2VELAG
28287;OxA-5896;5315;55;miscellaneous;Italy;Venice Laguna;Chalcolithic;RADON;IT2VELAG
27778;OxA-651;6540;80;bone;Italy;Monte Maulo;neolithic;--;﻿IT2MOMAU
27779;OxA-652;6280;70;bone;Italy;Monte Maulo;neolithic;--;﻿IT2MOMAU
27780;OxA-653;6210;70;bone;Italy;Monte Maulo;neolithic;--;﻿IT2MOMAU
27781;OxA-654;5840;70;bone;Italy;Monte Maulo;neolithic;Oxford Datelist 5;﻿IT2MOMAU
27782;OxA-655;5580;70;bone;Italy;Monte Maulo;neolithic;Oxford Datelist 5;﻿IT2MOMAU
28024;OxA-6771;4495;60;antler;Italy;S. Francesco del Deserto;Chalcolithic;RADON;IT2SFRANC
27725;OxA-7468;7425;55;bone;Italy;Mondeval de Sora;mesolithic;RADON;﻿IT2MDS
27537;OxA-7594;6345;45;charcoal;Italy;Grotta S. Croce Cave;Chalcolithic;RADON;﻿IT2GSC
27538;OxA-7595;6375;50;charcoal;Italy;Grotta S. Croce Cave;Chalcolithic;RADON;﻿IT2GSC
27539;OxA-7596;6555;50;seed/fruit;Italy;Grotta S. Croce Cave;Chalcolithic;RADON;﻿IT2GSC
2436;OxA-8471;6495;60;;Croatia;Pupićina peč;neolithic;RADON;HR2PUP
;OxA-9988;6605;45;;Italy;Mass. Candelaro ;neolithic;Fiorentino 13;IT2MAC
;OxA-9989;6510;45;;Italy;Mass. Candelaro ;neolithic;Fiorentino 13;IT2MAC
;OxA-9990;6555;45;;Italy;Mass. Candelaro ;neolithic;Fiorentino 13;IT2MAC
;OZB-653;8115;92;human bone;Italy;Piancada;mesolithic;;IT2PIA
;OZB-654;5869;71;charcoal;Italy;Piancada;neolithic;;IT2PIA
;OZB-948;6410;70;charcoal;Italy;Piancada;neolithic;;IT2PIA
;OZB-949;6280;80;charcoal;Italy;Piancada;neolithic;;IT2PIA
;OZB-950;6240;80;charcoal;Italy;Piancada;neolithic;;IT2PIA
;OZC-209;5940;70;charcoal;Italy;Piancada;neolithic;;IT2PIA
;OZC-210;6060;60;charcoal;Italy;Piancada;neolithic;;IT2PIA
;OZC-211;6330;50;human bone;Italy;Piancada;neolithic;;IT2PIA
;Pi-101;6578;135;;Italy;Villaggio Leopardi;neolithic;"B., et al., 1991; Hameau P., 1987; Manfredini A., et al., 2005; Skeates R., 2003):";IT2VILEO
;Poz-13233;5780;40;bone;Slovenia;Trhlovca;neolithic;Mlekuz 2005;SI2TRH
;Poz-13343;8250;50;charcoal;Italy;La Mosse;mesolithic;;IT2LAMOSS
;Poz-13344;9220;50;charcoal;Italy;La Mosse;mesolithic;;IT2LAMOSS
;Poz-14231;6025;30;bone;Slovenia;Trhlovca;neolithic;Mlekuz 2005;SI2TRH
35584;Poz-14232;7630;50;bone;Slovenia;Mala Triglavca;mesolithic;Mlekuz 2008;SI2MT
35585;Poz-14241;8210;50;bone;Slovenia;Mala Triglavca;mesolithic;Mlekuz 2008;SI2MT
35586;Poz-14243;5980;40;bone;Slovenia;Mala Triglavca;neolithic;Mlekuz 2008;SI2MT
35587;Poz-14244;8020;50;bone;Slovenia;Mala Triglavca;mesolithic;Mlekuz 2008;SI2MT
35588;Poz-14245;8070;50;bone;Slovenia;Mala Triglavca;mesolithic;Mlekuz 2008;SI2MT
;Poz-14335;7260;50;bone;Slovenia;Trhlovca;mesolithic;Mlekuz 2005;SI2TRH
;Poz-14337;4145;35;bone;Slovenia;Trhlovca;neolithic;Mlekuz 2005;SI2TRH
35590;Poz-16341;7950;50;bone;Slovenia;Mala Triglavca;mesolithic;Mlekuz 2008;SI2MT
35591;Poz-16342;5120;40;bone;Slovenia;Mala Triglavca;neolithic;Mlekuz 2008;SI2MT
;Poz-18393;6925;35;bone;Croatia;Crno Vrilo;neolithic;Marjanovic 09;HR2CRN
;Poz-18395;6900;40;bone;Croatia;Crno Vrilo;neolithic;Marjanovic 09;HR2CRN
35592;Poz-21395;6320;40;pottery;Slovenia;Mala Triglavca;neolithic;Mlekuz 2005;SI2MT
;Poz-8050;4490;40;bone;Slovenia;Acijev spodmol;neolithic;Mlekuz 2005;SI2ACI
;Poz-8051;5620;40;bone;Slovenia;Acijev spodmol;neolithic;Mlekuz 2005;SI2ACI
;Poz-8052;5910;60;bone;Slovenia;Acijev spodmol;neolithic;Mlekuz 2005;SI2ACI
;Poz-8053;6610;40;bone;Slovenia;Podmol;neolithic;Mlekuz 2005;SI2PPK
;Poz-8054;6640;50;bone;Slovenia;Podmol;neolithic;Mlekuz 2005;SI2PPK
;Poz-8055;6450;40;bone;Slovenia;Podmol;neolithic;Mlekuz 2005;SI2PPK
;Poz-8056;6440;50;bone;Slovenia;Podmol;neolithic;Mlekuz 2005;SI2PPK
;Poz-8057;6450;50;bone;Slovenia;Podmol;neolithic;Mlekuz 2005;SI2PPK
;Poz-8059;6340;40;bone;Slovenia;Podmol;neolithic;Mlekuz 2005;SI2PPK
;Poz-8060;6240;50;bone;Slovenia;Podmol;neolithic;Mlekuz 2005;SI2PPK
2468;Poz-90130;8110;50;tooth;Croatia;Vela špilja;mesolithic;;HR2VES
;Poz-9919;9410;50;charcoal;Italy;Cassera Lisandri;mesolithic;;IT2CALISS
2258;PSU-3701;5975;15;bone;Croatia;Čista Mala - Velištak;neolithic;McClure 2014;HR2CIS
2259;PSU-3702;5920;15;bone;Croatia;Čista Mala - Velištak;neolithic;McClure 2014;HR2CIS
2420;PSU-4960;6280;20;bone;Croatia;Pokrovnik;neolithic;McClure 2014;HR2POK
2421;PSU-4961;6840;25;bone;Croatia;Pokrovnik;neolithic;McClure 2014;HR2POK
2260;PSU-5288;6045;25;bone;Croatia;Čista Mala - Velištak;neolithic;McClure 2014;HR2CIS
2261;PSU-5289;5935;20;bone;Croatia;Čista Mala - Velištak;neolithic;McClure 2014;HR2CIS
2290;PSU-5290;6155;25;bone;Croatia;Danilo-Bitinj;neolithic;McClure 2014;HR2DAN
2344;PSU-5291;6655;25;bone;Croatia;Konjevrate;neolithic;McClure 2014;HR2KON
2347;PSU-5292;6300;25;bone;Croatia;Krivače;neolithic;McClure 2014;HR2KRIV
2422;PSU-5293;7090;25;bone;Croatia;Pokrovnik;neolithic;McClure 2014;HR2POK
2423;PSU-5294;6190;25;bone;Croatia;Pokrovnik;neolithic;McClure 2014;HR2POK
2424;PSU-5556;6975;30;bone;Croatia;Pokrovnik;neolithic;McClure 2014;HR2POK
2345;PSU-5557;6175;30;bone;Croatia;Konjevrate;neolithic;McClure 2014;HR2KON
2348;PSU-5558;6115;30;bone;Croatia;Krivače;neolithic;McClure 2014;HR2KRIV
2262;PSU-5563;5903;11;bone;Croatia;Čista Mala - Velištak;neolithic;McClure 2014;HR2CIS
;PSU-5612;7060;25;bone;Croatia;Rašinovac;neolithic;McClure 2014;HR2RAS
2349;PSU-5613;6270;20;bone;Croatia;Krivače;neolithic;McClure 2014;HR2KRIV
2350;PSU-5614;6285;20;bone;Croatia;Krivače;neolithic;McClure 2014;HR2KRIV
2351;PSU-5615;6290;20;bone;Croatia;Krivače;neolithic;McClure 2014;HR2KRIV
2263;PSU-5616;5945;20;bone;Croatia;Čista Mala - Velištak;neolithic;McClure 2014;HR2CIS
27429;R-1037;4160;50;charcoal;Italy;Grotta dei Ciclami;neolithic;Rome Datelist XVI;IT2CIC
27430;R-1038;6290;130;charcoal;Italy;Grotta dei Ciclami;neolithic;Rome Datelist XVI;IT2CIC
27431;R-1040a;6300;60;charcoal;Italy;Grotta dei Ciclami;neolithic;Rome Datelist XVI;IT2CIC
27432;R-1041;8260;60;charcoal;Italy;Grotta dei Ciclami;mesolithic;Rome Datelist XVI;IT2CIC
27411;R-1042;7230;240;bone;Italy;Grotta Benussi;mesolithic;Biagi 2002;IT2BEN
27412;R-1043;7050;60;charcoal;Italy;Grotta Benussi;mesolithic;Biagi 2002;IT2BEN
27413;R-1044;7620;150;charcoal;Italy;Grotta Benussi;mesolithic;Biagi 2002;IT2BEN
27414;R-1045;8380;60;charcoal;Italy;Grotta Benussi;mesolithic;Biagi 2002;IT2BEN
27415;R-1045A;8650;70;;Italy;Grotta Benussi;mesolithic;Biagi 2002;IT2BEN
27213;R-1100;5965;50;;Italy;Catignano;neolithic;--;IT2CATI
27214;R-1101a;6080;70;;Italy;Catignano;neolithic;--;IT2CATI
27215;R-1102;6000;70;;Italy;Catignano;neolithic;--;IT2CATI
;R-1136;6480;50;;Italy;Romagnano;neolithic;;IT2ROM
;R-1137;7850;60;;Italy;Romagnano;mesolithic;;IT2ROM
;R-1137A;7500;160;;Italy;Romagnano;mesolithic;;IT2ROM
;R-1137B;7800;80;;Italy;Romagnano;mesolithic;;IT2ROM
27956;R-1148;6870;50;charcoal;Italy;Riparo di Pradestel;mesolithic;Gehlen 2010;﻿IT2PRA
27957;R-1149;8200;50;charcoal;Italy;Riparo di Pradestel;mesolithic;Gehlen 2010;﻿IT2PRA
27958;R-1150;8240;200;charcoal;Italy;Riparo di Pradestel;mesolithic;Gehlen 2010;﻿IT2PRA
;R-1151;9320;50;;Italy;Pradestel;mesolithic;;IT2PRA
;R-1225;5850;55;;Italy;Porto Badisco ;neolithic;Fiorentino 13;ITPBA
;R-1394;6620;80;;Italy;Lama Lite;mesolithic;"(Ferrari A., et al., 2001; Ferrari A. & Steffè G., 2006; Skeates";IT2LALI
27216;R-1420a;6125;70;;Italy;Catignano;neolithic;--;IT2CATI
27217;R-1421a;5915;65;;Italy;Catignano;neolithic;--;IT2CATI
27218;R-1422a;5995;70;;Italy;Catignano;neolithic;--;IT2CATI
27296;R-1544a;6050;90;charcoal;Italy;Fagnigola;neolithic;Facchinetti 2012;IT2FAG
27297;R-1545a;5760;160;charcoal;Italy;Fagnigola;neolithic;Facchinetti 2012;IT2FAG
27219;R-1777;5910;65;;Italy;Catignano;neolithic;--;IT2CATI
27220;R-1778;6040;70;;Italy;Catignano;neolithic;--;IT2CATI
27232;R-185;4390;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
;R-1850;11000;125;charcoal;Italy;Riparo di Biarzo;mesolithic;Vai et al 2015;IT2BIA
;R1851;5600;300;charcoal;Italy;Riparo di Biarzo;neolithic;Vai et al 2015;IT2BIA
27233;R-186;4310;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
27234;R-187;4320;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
27235;R-188;4500;75;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
27236;R-189;4420;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
27237;R-190;4550;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
27238;R-191;4550;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
27239;R-192;4500;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
27240;R-193;4620;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
;R-1938;3160;40;human bone;Italy;Mondeval de Sora;neolithic;;IT2MDS
27241;R-194;4490;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
;R-1940;3010;45;human bone;Italy;Mondeval de Sora;neolithic;;IT2MDS
27242;R-195;4490;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
27243;R-196;4560;70;bone;Italy;Conelle di Arcevia;Chalcolithic;--;IT2CONA
;R-2313;6100;170;;Italy;Faenza - Fornace Cappuccini ;neolithic;"(Conati B. & Silvestrini M., 2005; Skeates R., 1999-2000:";IT2FAFO
;R-2314;6280;80;;Italy;Faenza - Fornace Cappuccini ;neolithic;"(Conati B. & Silvestrini M., 2005; Skeates R., 1999-2000:";IT2FAFO
27298;R-2530;6570;75;charcoal;Italy;Fagnigola;neolithic;Facchinetti 2012;IT2FAG
27299;R-2538;6545;70;charcoal;Italy;Fagnigola;neolithic;Facchinetti 2012;IT2FAG
27300;R-2539;6540;70;charcoal;Italy;Fagnigola;neolithic;Facchinetti 2012;IT2FAG
;R-2545;6535;75;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2547;6570;74;charcoal;Italy;Sammardenchia;neolithic;;IT2SAM
;R-2548;6513;70;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2549;6525;55;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
27301;R-2550;6570;75;charcoal;Italy;Fagnigola;neolithic;Facchinetti 2012;IT2FAG
27302;R-2551;6483;74;charcoal;Italy;Fagnigola;neolithic;Facchinetti 2012;IT2FAG
27303;R-2554;6548;85;charcoal;Italy;Fagnigola;neolithic;Facchinetti 2012;IT2FAG
;R-2574;6570;74;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2705;6751;108;charcoal;Italy;Piancada;neolithic;;IT2PIA
;R-2733;6028;46;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2734;6170;57;charcoal;Italy;Sammardenchia;neolithic;;IT2SAM
;R-2735;6068;53;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2736;5684;58;charcoal;Italy;Sammardenchia;neolithic;;IT2SAM
;R-2743;6170;57;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2745;6524;76;charcoal;Italy;Lugo di Grezzana;neolithic;Starnini 17;IT2LGR
;R-2746*;6161;39;charchoal;Italy;Lugo di Romagna;neolithic;Starnini 17;IT2LRO
;R-2747*;6626;110;charchoal;Italy;Lugo di Romagna;neolithic;Starnini 17;IT2LRO
;R-2748*;6585;87;charchoal;Italy;Lugo di Romagna;neolithic;Starnini 17;IT2LRO
;R-2763;5684;58;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2920;5739;47;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2930;5770;57;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2931;5856;49;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2934;5819;55;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2935;5801;68;charcoal;Italy;Sammardenchia;neolithic;;IT2SAM
;R-2937;5867;54;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-2945;5801;68;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-3136;5993;59;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-3137;5973;57;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-3139;5906;55;charcoal;Italy;Sammardenchia;neolithic;;IT2SAM
;R-3140;5973;58;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-3141;5713;54;charcoal;Italy;Sammardenchia;neolithic;;IT2SAM
;R-3142;5963;76;charcoal;Italy;Sammmardenchia;neolithic;;IT2SAM
;R-321;5550;80;;Italy;Oria Sant’Anna ;neolithic;Fiorentino 13;IT2OSA
;R-322;6780;90;;Italy;Oria Sant’Anna ;neolithic;Fiorentino 13;IT2OSA
28171;R-349;5480;70;carbonate;Italy;Scaloria;neolithic;Rome Datelist VII;﻿IT2SCL
28296;R-350;7000;100;charcoal;Italy;Villagio Scaramella;neolithic;Rome Datelist VII;﻿IT2SCM
28297;R-351;6540;65;charcoal;Italy;Villagio Scaramella;neolithic;Rome Datelist VII;﻿IT2SCM
27627;R-359A;4580;50;wood;Italy;Lago di Fimona;Bronze Age;Rome Datelist X;﻿IT2FMC
27230;R-458;6000;200;charcoal;Italy;Chiozza di Scandiano;neolithic;Rome Datelist VIII;IT2CHS
28272;R-487A;7250;110;charcoal;Italy;Vatte di Zambana;mesolithic;Rome Datelist VII;It2VDZ
28273;R-488;7540;75;charcoal;Italy;Vatte di Zambana;mesolithic;Rome Datelist VII;﻿IT2VDZ
28274;R-488A;7585;75;charcoal;Italy;Vatte di Zambana;mesolithic;Rome Datelist VII;﻿IT2VDZ
28275;R-489;7860;75;charcoal;Italy;Vatte di Zambana;mesolithic;Rome Datelist VII;﻿IT2VDZ
28276;R-489A;7810;95;charcoal;Italy;Vatte di Zambana;mesolithic;Rome Datelist VII;﻿IT2VDZ
28277;R-490;7860;110;charcoal;Italy;Vatte di Zambana;mesolithic;Rome Datelist VII;﻿IT2VDZ
28278;R-490A;7740;150;charcoal;Italy;Vatte di Zambana;mesolithic;Rome Datelist VII;﻿IT2VDZ
28279;R-491;8000;110;charcoal;Italy;Vatte di Zambana;mesolithic;Rome Datelist VII;﻿IT2VDZ
28280;R-491A;7740;150;charcoal;Italy;Vatte di Zambana;mesolithic;Rome Datelist VII;﻿IT2VDZ
;R-54;9050;100;charcoal;Italy;Grotta Romanelli;mesolithic;Lo Vetro 2016;IT2GROROM
27945;R-598;6210;75;charcoal;Italy;Ripabianca di Monter;neolithic;Biagi 2002;﻿IT2RIPMO
27946;R-598A;6140;70;charcoal;Italy;Ripabianca di Monter;neolithic;M�ller 1991, 354;﻿IT2RIPMO
;R-599;6260;85;;Italy;Ripabianca di Monterad;neolithic;"(Alessio M., et al., 1970: 603; Bagolini";IT2RIPMO
27947;R-599A;6260;85;charcoal;Italy;Ripabianca di Monter;neolithic;M�ller 1991, 354;﻿IT2RIPMO
;R-600;5555;75;charcoal;Italy;Villandro;neolithic;;IT2VILA
;R-643;6580;75;;Italy;Maddalena di Muccia;neolithic;"(Alessio M., et al., 1970: 604;";IT2MAUC
27688;R-643a;6580;75;charcoal;Italy;Maddalena di Muccia;neolithic;M�ller 1991, 354;﻿IT2MAUC
;R-645;9990;190;;Italy;Grotta del Prete;mesolithic;Spataro;IT2GRPRET
28009;R-664;5630;80;charcoal;Italy;Ripoli;neolithic;Rome Datelist IX;IT2RIPOL
28010;R-665;5560;150;charcoal;Italy;Ripoli;neolithic;Rome Datelist IX;IT2RIPOL
27224;R-720;4640;50;charcoal;Italy;Cava Due Madonne;Chalcolithic;Rome Datelist XIV;IT2CADUMA
27347;R-746;5690;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;Alessio et al. 1974, 359;﻿IT2FMC
27348;R-746a;5570;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;Alessio et al. 1974, 359 (different age to R-X-datelist);﻿IT2FMC
27349;R-747a;5510;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
;R-748;5440;50;char;Italy;Fimon Molino Casaroto;neolithic;Biagi;IT2FMC
27350;R-748a;5570;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
;R-749;5560;50;char;Italy;Fimon Molino Casaroto;neolithic;Biagi;IT2FMC
27351;R-749a;5490;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
27352;R-750;5260;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;Alessio et al. 1974, 360;﻿IT2FMC
;R-750A;5140;50;char;Italy;Fimon Molino Casaroto;neolithic;Biagi;IT2FMC
;R-752;5590;50;char;Italy;Fimon Molino Casaroto;neolithic;Biagi;IT2FMC
27334;R-753a;5680;50;wood;Italy;Fimon-Molino Casarotto, Site 3;neolithic;--;﻿IT2FMC
;R-754;5960;50;char;Italy;Fimon Molino Casaroto;neolithic;Biagi;IT2FMC
27354;R-756a;5690;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
27355;R-757a;5800;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
27356;R-758a;5730;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
27357;R-761;5610;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
;R-762;5640;50;char;Italy;Fimon Molino Casaroto;neolithic;Biagi;IT2FMC
27359;R-763a;5570;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
27360;R-764;5370;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
27361;R-764a;5570;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;Alessio et al. 1974, 359;﻿IT2FMC
;R-765A;5580;50;char;Italy;Fimon Molino Casaroto;neolithic;Biagi;IT2FMC
27363;R-766a;5530;50;charcoal;Italy;Fimon-Molino Casarotto, site 4;neolithic;--;﻿IT2FMC
;R-775;4810;50;charcoal;Italy;Romagnano;neolithic;Montagnari;IT2ROM
;R-781a;6060;50;;Italy;Romagnano;neolithic;;IT2ROM
27851;R-846;6140;120;seed/fruit;Italy;Passo di Corvo;neolithic;Rome Datelist X;﻿IT2PCO
27385;R-878;5430;120;charcoal;Italy;Fossacesia;neolithic;Rome Datelist XVI;IT2FOSSA
27567;R-892;6930;60;charcoal;Italy;Grottina dei Covoloni del Broion;mesolithic;Gehlen 2010;IT2GTOCOV
;R-903alpha;3720;50;charcoal;Italy;Grotta del Mitreo;neolithic;;IT2MIT
27451;R-904;5770;60;charcoal;Italy;Grotta del Mitreo;neolithic;M�ller 1991, 354;IT2MIT
27452;R-904a;5770;50;charcoal;Italy;Grotta del Mitreo;neolithic;--;IT2MIT
;R-981;9570;80;charcoal;Italy;Grota del Zingari;mesolithic;;IT2ZIN
27221;R-996a;6330;70;;Italy;Catignano;neolithic;--;IT2CATI
27222;R-997;6120;70;;Italy;Catignano;neolithic;--;IT2CATI
2390;SI-2217;6985;100;charcoal;Montenegro;Odmut Cave;neolithic;M�ller 1991, 354;MT2ODM
2391;SI-2219;6955;100;charcoal;Montenegro;Odmut Cave;neolithic;M�ller 1991, 354;MT2ODM
2392;SI-2220;7150;100;charcoal;Montenegro;Odmut Cave;mesolithic;M�ller 1991, 354;MT2ODM
2393;SI-2221;7720;85;charcoal;Montenegro;Odmut Cave;mesolithic;M�ller 1991, 354;MT2ODM
2394;SI-2222;6900;100;charcoal;Montenegro;Odmut Cave;neolithic;M�ller 1991, 354;MT2ODM
2395;SI-2223;6530;100;charcoal;Montenegro;Odmut Cave;neolithic;M�ller 1991, 354;MT2ODM
2396;SI-2224;8590;100;charcoal;Montenegro;Odmut Cave;mesolithic;M�ller 1991, 354;MT2ODM
;SI-2225;10045;85;charcoal;Montenegro;Odmut Cave;mesolithic;Boric, firistlipovic, ch;MT2ODM
2397;SI-2226;7790;70;charcoal;Montenegro;Odmut Cave;mesolithic;M�ller 1991, 354;MT2ODM
2398;SI-2227;7080;85;charcoal;Montenegro;Odmut Cave;mesolithic;M�ller 1991, 354;MT2ODM
;SUERC-4535;6180;35;bone;Italy;Cava Petrilli;neolithic;Whitehouse;IT2CAP
;SUERC-4536;6415;35;bone;Italy;Cava Petrilli;neolithic;Whitehouse;IT2CAP
;SUERC-50656;9311;55;tooth;Montenegro;Seocka;mesolithic;Boric, firistlipovic, ch;MT2SEO
;SUERC-50660;8903;34;tooth;Montenegro;Seocka;mesolithic;Boric, firistlipovic, ch;MT2SEO
